total_feed,total_harvest_weight,initial_age,fasting_avg,harvest_population,pond_length,total_seed_type,volume_ponds,pond_depth,total_live_shrimp,total_seed,pond_width,death_abw,target_cultivation_day,FCR,area,death_quantity
535.4,289.1,0.0,0.1666666666666666,289.1,40.0,1,1600.0,1.0,116266.63636363635,116312,40.0,4.595454545454545,100.0,1.851954341058457,1600.0,45.36363636363637
1233.0,516.0500000000001,0.0,0.2222222222222222,516.0500000000001,30.0,0,900.0,1.0,149744.0,150000,30.0,7.31,100.0,2.389303362077318,900.0,256.0
1766.5,623.67,0.0,1.0,623.67,44.71,0,2550.03485,1.7,175000.0,175000,33.55,0.0,100.0,2.8324274055189447,1500.0,0.0
964.5,400.0,1.0,0.2222222222222222,400.0,30.0,0,900.0,1.0,79800.0,80000,30.0,10.0,100.0,2.41125,900.0,200.0
1941.13,668.0,1.0,0.0,668.0,30.0,1,1176.0,1.4,174481.26470588235,176800,28.0,7.746470588235294,100.0,2.905883233532934,840.0,2318.735294117647
3364.0,600.0,0.0,0.1666666666666666,600.0,51.0,0,2448.0,1.2,249765.3947368421,250000,40.0,3.4728947368421053,100.0,5.6066666666666665,2040.0,234.60526315789477
3914.07,2349.12,0.0,0.7619047619047619,2349.12,51.85,1,2419.1136,1.2,290362.5,290400,38.88,14.255,100.0,1.6661856354720066,2015.93,37.5
568.7,475.45,0.0,0.0232558139534883,475.45,30.0,0,750.0,1.0,122525.0,125000,25.0,3.64,100.0,1.1961299821222002,750.0,2475.0
395.5,262.85,0.0,0.0454545454545454,262.85,35.59,0,1000.0790000000002,1.0,96702.33333333331,100000,28.1,2.555,100.0,1.5046604527296936,1000.0,3297.6666666666665
2282.3,1793.0,0.0,0.0510204081632653,1793.0,30.0,0,600.0,1.0,110000.0,110000,20.0,0.0,110.0,1.2728945900725044,600.0,0.0
3596.8,3233.15,0.0,0.0,3233.15,40.0,0,1800.0,1.5,180000.0,180000,30.0,0.0,100.0,1.112475449638897,900.0,0.0
1205.505,709.0,0.0,0.0697674418604651,709.0,36.51,0,1599.5761199999995,1.2,100.0,100,36.51,0.0,100.0,1.7002891396332864,1333.0,0.0
1176.003,676.0,0.0,0.0,676.0,36.51,0,1200.01068,1.2,100.0,100,27.39,0.0,100.0,1.7396494082840237,1000.0,0.0
1311.5,2444.0,0.0,0.2325581395348837,2444.0,40.0,0,2400.0,1.5,199267.7,200000,40.0,6.7096,100.0,0.536620294599018,1600.0,732.3
391.5,120.0,0.0,0.0449438202247191,120.0,25.0,0,1125.0,1.5,135000.0,135000,30.0,0.0,100.0,3.2625,750.0,0.0
1203.0,400.0,0.0,0.3333333333333333,400.0,30.0,0,1500.0,1.0,135000.0,135000,50.0,0.0,100.0,3.0075,1500.0,0.0
2413.0,1600.0,0.0,1.0,1600.0,40.0,0,1920.0,1.2,200000.0,200000,40.0,0.0,100.0,1.508125,1600.0,0.0
2394.3,1200.0,0.0,0.1666666666666666,1200.0,36.06,0,1300.3236000000002,1.0,180000.0,180000,36.06,0.0,100.0,1.99525,1300.0,0.0
1493.3,900.0,0.0,0.1666666666666666,900.0,40.0,0,1400.0,1.0,180000.0,180000,35.0,0.0,100.0,1.6592222222222222,1400.0,0.0
835.1,300.0,0.0,0.1578947368421052,300.0,30.0,0,1008.0,1.2,140000.0,147000,28.0,1.0,100.0,2.783666666666667,840.0,7000.0
1774.6,600.0,0.0,0.2,600.0,32.0,0,2304.0,1.2,248000.0,250000,60.0,1.0,100.0,2.9576666666666664,1920.0,2000.0
2714.001,1843.97,0.0,0.0135135135135135,1843.97,46.19,1,1760.0237600000005,1.1,257040.0,257040,34.64,0.0,100.0,1.471824921229738,1600.0,0.0
3566.001,2726.08,0.0,0.0405405405405405,2726.08,46.19,1,1600.0216,1.0,245700.0,245700,34.64,0.0,100.0,1.3081057782603591,1600.0,0.0
2696.0,2042.16,0.0,0.0181818181818181,2042.16,46.19,1,1760.0237600000005,1.1,276150.0,276150,34.64,0.0,100.0,1.3201707995455794,1600.0,0.0
40.5,5.0,0.0,0.392156862745098,5.0,30.0,2,56250.0,75.0,20000.0,20000,25.0,0.0,60.0,8.1,750.0,0.0
944.002,119.58,0.0,0.0754716981132075,119.58,46.19,0,1760.0237600000005,1.1,343320.0,343320,34.64,0.0,100.0,7.894313430339522,1600.0,0.0
4152.002,2464.86,0.0,0.0246913580246913,2464.86,40.0,0,1760.0000000000002,1.1,411984.0,411984,40.0,0.0,100.0,1.6844778202413122,1600.0,0.0
3082.001,1973.51,0.0,0.0350877192982456,1973.51,51.64,0,2000.0172,1.0,343320.0,343320,38.73,0.0,100.0,1.5616850180642614,2000.0,0.0
2622.003,676.21,0.0,0.0769230769230769,676.21,46.19,0,2560.03456,1.6,300000.0,300000,34.64,0.0,100.0,3.87749811449106,1600.0,0.0
15.0,3.0,1.0,0.5833333333333334,3.0,30.0,1,1350.0,1.5,20000.0,20000,30.0,0.0,100.0,5.0,900.0,0.0
3406.002,2150.27,0.0,0.0428571428571428,2150.27,46.19,0,1600.0216,1.0,288000.0,288000,34.64,0.0,100.0,1.5839880573137326,1600.0,0.0
3711.002,2511.78,0.0,0.0707070707070707,2511.78,46.19,0,1600.0216,1.0,288000.0,288000,34.64,0.0,100.0,1.4774391069281547,1600.0,0.0
4336.23,3036.38,0.0,0.7368421052631579,3036.38,52.94,1,2522.6968799999995,1.2,265698.8,265950,39.71,10.55,100.0,1.4280920042945875,2102.25,251.2
3345.51,1987.12,0.0,0.7333333333333333,1987.12,51.83,1,2417.55852,1.2,290014.6666666667,290400,38.87,11.796666666666669,100.0,1.6835973670437618,2014.63,385.3333333333333
1258.42,810.2,0.0,0.5555555555555556,810.2,54.1,1,2633.8044,1.2,242328.3333333333,265950,40.57,4.65,100.0,1.5532214268081954,2194.84,23621.666666666668
3736.43,2143.5,0.0,0.8064516129032258,2143.5,53.14,1,2541.79248,1.2,289914.0,290400,39.86,13.174444444444443,100.0,1.7431443900163284,2118.16,486.0
3586.46,2322.62,0.0,0.8235294117647058,2322.62,50.36,1,2282.5166400000003,1.2,212338.25,212760,37.77,11.1475,100.0,1.544144113113639,1902.1,421.75
3991.38,2513.2200000000003,0.0,0.6666666666666666,2513.2200000000003,50.96,1,2337.22944,1.2,229996.5,230490,38.22,10.2975,100.0,1.5881538424809605,1947.69,493.5
3768.07,2394.65,0.0,0.9878048780487804,2394.65,52.18,1,2450.16408,1.2,289772.125,290400,39.13,15.8475,100.0,1.5735368425448395,2041.8,627.875
547.56,56.31,0.0,0.9166666666666666,56.31,51.08,1,2348.24976,1.2,221337.16666666663,230490,38.31,5.031666666666666,100.0,9.72402770378263,1956.87,9152.833333333334
3709.68,2178.65,0.0,0.0958904109589041,2178.65,47.05,1,1991.9088,1.2,243775.6,244200,35.28,11.98,100.0,1.7027425240401168,1659.92,424.4
5360.123,3107.95,0.0,0.0,3107.95,60.0,2,1960.2,1.0,130000.0,130000,32.67,0.0,111.0,1.7246490451905596,1960.0,0.0
1328.0,1515.3,0.0,1.0,1515.3,40.0,2,1000.0,1.0,99801.2,100000,25.0,9.552,120.0,0.8763941133768891,1000.0,198.8
39.872,24.5,1.0,0.0338983050847457,24.5,6.0,0,36.0,1.0,7000.0,7000,6.0,0.0,100.0,1.6274285714285714,1000.0,0.0
924.002,52.0,0.0,0.1034482758620689,52.0,46.19,0,2560.03456,1.6,131000.0,131000,34.64,0.0,100.0,17.76926923076923,1600.0,0.0
1307.002,248.28,0.0,0.1707317073170731,248.28,46.19,0,2560.03456,1.6,223000.0,223000,34.64,0.0,100.0,5.264225874013211,1600.0,0.0
2082.003,1464.26,0.0,0.1578947368421052,1464.26,46.19,0,2560.03456,1.6,223000.0,223000,34.64,0.0,100.0,1.421880676928961,1600.0,0.0
2402.002,1414.94,0.0,0.032258064516129,1414.94,46.19,0,2560.03456,1.6,223000.0,223000,34.64,0.0,100.0,1.6975998982289,1600.0,0.0
8144.0,5705.500000000001,0.0,0.5507155923572717,5705.500000000001,40.0,1,3200.0,2.0,366708.5128205128,366854,40.0,20.47410256410257,120.0,1.4273946192270617,1600.02,145.48717948717947
4887.0,4011.4,0.0,0.5507155923572717,4011.4,40.0,1,3200.0,2.0,364178.0,364943,40.0,13.9225,120.0,1.2182779079623074,1600.02,765.0
10170.0,7470.589999999999,0.0,0.5507155923572717,7470.589999999999,45.0,1,3600.0,2.0,412575.8,412711,40.0,19.370285714285718,120.0,1.3613382611011984,1799.89,135.2
8539.0,5743.0,0.0,0.5507155923572717,5743.0,40.0,1,3200.0,2.0,362496.9736842105,363033,40.0,19.62,120.0,1.486853560856695,1600.02,536.0263157894736
5199.0,4119.59,0.0,0.5507155923572717,4119.59,40.0,1,3200.0,2.0,363452.3333333333,364943,40.0,12.793333333333331,120.0,1.262018793132326,1600.02,1490.6666666666667
7242.0,5592.52,0.0,0.0769230769230769,5592.52,42.43,1,2700.2452,2.0,290895.1842105263,291195,31.82,16.893947368421053,120.0,1.2949439608620084,1280.0,299.8157894736842
4988.0,3516.34,0.0,0.5507155923572717,3516.34,29.44,1,1300.0704,2.0,139677.27777777778,139773,22.08,20.246666666666663,120.0,1.4185203933635542,644.0,95.72222222222224
5922.0,4210.26,0.0,0.5507155923572717,4210.26,34.25,1,1759.765,2.0,187126.9714285714,187248,25.69,21.548857142857145,120.0,1.406563965170797,784.0,121.02857142857142
6379.0,4528.719999999999,0.0,0.5507155923572717,4528.719999999999,38.3,1,2199.952,2.0,236563.52631578947,236833,28.72,17.150000000000002,120.0,1.4085657757600385,1071.0,269.4736842105263
8928.0,6424.32,0.0,0.5507155923572717,6424.32,50.33,1,3799.915,2.0,407458.9210526316,407673,37.75,14.366052631578947,120.0,1.3897190675433353,1892.0,214.07894736842104
169.45,90.0,0.0,0.0555555555555555,90.0,34.1,0,750.2,1.0,95800.0,100000,22.0,2.86,120.0,1.8827777777777777,750.0,4200.0
8417.0,692.25,1.0,0.0,692.25,55.0,0,3630.0,1.2,457488.0,457488,55.0,0.0,120.0,12.158902130733116,3025.0,0.0
12950.0,877.48,1.0,0.025,877.48,55.0,1,3630.0,1.2,436320.0,436320,55.0,0.0,130.0,14.75817112640744,3025.0,0.0
11876.0,863.6,1.0,0.0,863.6,55.0,1,3630.0,1.2,436320.0,436320,55.0,0.0,130.0,13.751736915238537,3025.0,0.0
12475.0,948.11,1.0,0.0,948.11,57.0,1,3898.8,1.2,468640.0,468640,57.0,0.0,130.0,13.157755956587316,3249.0,0.0
7583.0,4999.0,1.0,0.0,4999.0,55.0,1,3630.0,1.2,509040.0,509040,55.0,0.0,100.0,1.5169033806761352,3025.0,0.0
9044.0,900.77,1.0,0.0,900.77,55.0,1,3630.0,1.2,500960.0,500960,55.0,0.0,120.0,10.040298855423693,3025.0,0.0
14155.0,926.49,1.0,0.0,926.49,57.0,1,3898.8,1.2,492936.0,492936,57.0,0.0,130.0,15.27809258599661,3249.0,0.0
5581.0,4879.0,1.0,0.0,4879.0,46.4,1,2583.552,1.2,379400.0,379400,46.4,0.0,100.0,1.143881943021111,2153.0,0.0
11264.0,728.61,1.0,0.0,728.61,55.0,1,3630.0,1.2,451950.0,451950,55.0,0.0,120.0,15.459573708842864,3025.0,0.0
8508.0,676.39,1.0,0.0,676.39,55.0,1,3630.0,1.2,451950.0,451950,55.0,0.0,120.0,12.578541965434145,3025.0,0.0
12135.0,788.72,1.0,0.0,788.72,57.0,1,3898.8,1.2,492936.0,492936,57.0,0.0,120.0,15.385688203671773,3249.0,0.0
14214.0,787.76,1.0,0.0126582278481012,787.76,55.0,1,3630.0,1.2,458480.0,458480,55.0,0.0,130.0,18.04356656849802,3025.0,0.0
10439.0,752.19,1.0,0.0,752.19,55.0,1,3630.0,1.2,458480.0,458480,55.0,0.0,120.0,13.878142490594133,3025.0,0.0
5326.0,5566.89,1.0,0.0,5566.89,55.0,1,3630.0,1.2,450072.0,450072,55.0,0.0,100.0,0.95672808336432,3025.0,0.0
6084.0,5322.28,1.0,0.0,5322.28,57.0,1,3898.8,1.2,492936.0,492936,57.0,0.0,100.0,1.1431191143645203,3249.0,0.0
8141.0,734.72,1.0,0.0,734.72,50.6,1,3072.432,1.2,383358.0,383358,50.6,0.0,120.0,11.080411585365852,2560.0,0.0
8686.0,638.53,1.0,0.0,638.53,47.0,1,2650.8,1.2,332526.0,332526,47.0,0.0,120.0,13.603119665481652,2209.0,0.0
8686.0,898.13,1.0,0.0,898.13,55.0,1,3630.0,1.2,509040.0,509040,55.0,0.0,120.0,9.671205727455936,3025.0,0.0
163.9,307.0,0.0,0.16,307.0,32.0,2,52800.0,75.0,50000.0,50000,22.0,0.0,100.0,0.5338762214983713,704.0,0.0
1310.0,1100.0,0.0,0.0,1100.0,20.0,0,1200.0,2.0,111000.0,111000,30.0,0.0,100.0,1.190909090909091,600.0,0.0
1068.6,800.0,0.0,0.0,800.0,20.0,0,1200.0,2.0,111000.0,111000,30.0,0.0,100.0,1.33575,600.0,0.0
757.9,295.0,0.0,0.1428571428571428,295.0,34.64,2,2039.88032,1.7,180594.5,181594,34.64,2.0,100.0,2.569152542372881,1200.0,999.5
576.5,280.0,0.0,0.05,280.0,60.0,0,1500.0,1.0,171572.58333333334,175000,25.0,2.85,100.0,2.0589285714285714,2700.0,3427.4166666666665
2324.98,592.58,0.0,0.0555555555555555,592.58,50.0,0,2590.0,1.4,269339.3125,270000,37.0,4.0821875,120.0,3.923487124101387,1850.0,660.6875
2765.98,1017.42,0.0,0.0,1017.42,50.0,0,2280.0,1.2,268864.0,270000,38.0,5.1386666666666665,120.0,2.718621611527196,1900.0,1136.0
1909.48,652.98,0.0,0.0,652.98,50.0,0,2600.0,1.3,269576.0540540541,270000,40.0,3.3845945945945948,120.0,2.9242549542099296,2000.0,423.94594594594594
1955.48,759.79,0.0,0.0,759.79,50.0,0,1740.0,1.2,188985.9523809524,190000,29.0,4.740238095238095,120.0,2.573711157030232,1450.0,1014.047619047619
4660.0,1853.5,0.0,0.22,1853.5,65.0,0,4030.0,1.0,331254.17647058825,331920,62.0,4.908235294117647,110.0,2.5141623954680337,4030.0,665.8235294117648
6729.5,3400.5,0.0,0.0612244897959183,3400.5,65.0,0,4030.0,1.0,338566.1323529412,340200,62.0,5.291764705882352,111.0,1.9789736803411264,4030.0,1633.8676470588234
8578.5,4868.0,0.0,0.0515463917525773,4868.0,70.0,0,4690.0,1.0,324704.8070175439,325080,67.0,7.962105263157894,110.0,1.7622226787181594,4690.0,375.1929824561403
5485.5,3161.0,0.0,0.1134020618556701,3161.0,80.0,0,6880.0,1.0,375409.275862069,379260,86.0,4.3982758620689655,110.0,1.7353685542549826,6880.0,3850.7241379310335
3135.001,2260.23,1.0,0.0161290322580645,2260.23,46.19,0,1760.0237600000005,1.1,360000.0,360000,34.64,0.0,100.0,1.3870274264123563,1600.0,0.0
4531.0,4046.5,0.0,1.0,4046.5,47.61,1,2890.26027,1.7,228000.0,228000,35.71,0.0,120.0,1.1197331026813295,1700.15,0.0
7590.0,7202.0,0.0,0.1538461538461538,7202.0,76.0,1,6201.599999999999,1.7,527097.0,528000,48.0,22.986666666666668,120.0,1.053873923910025,3648.0,903.0
6708.0,5210.2,0.0,1.0,5210.2,55.0,1,4955.5,1.7,386585.0,387200,53.0,21.130000000000003,120.0,1.2874745691144294,2915.0,615.0
5178.96,2751.71,0.0,0.78125,2751.71,55.41,1,2763.40752,1.2,281600.0,281600,41.56,0.0,100.0,1.8820878653637192,2302.84,0.0
6532.49,2461.5,0.0,0.8620689655172413,2461.5,54.95,1,2718.0468,1.2,281386.5,281600,41.22,6.425,100.0,2.653865529148893,2265.04,213.5
2726.42,912.39,0.0,0.9534883720930232,912.39,55.52,1,2774.22336,1.2,279324.0,281600,41.64,9.174,100.0,2.9882177577570994,2311.85,2276.0
4645.39,2352.37,0.0,0.9117647058823528,2352.37,55.29,1,2751.45156,1.2,281443.0,281600,41.47,12.74,100.0,1.9747701254479528,2292.88,157.0
5987.08,2924.17,0.0,0.8275862068965517,2924.17,54.81,0,2703.8869200000004,1.2,314998.0,315000,41.11,1.0,100.0,2.047445941925401,2253.24,2.0
492.62,222.2,0.0,0.4404761904761904,222.2,55.85,1,2806.7976,1.2,305470.0,315000,41.88,1.0,100.0,2.2170117011701174,2339.0,9530.0
5567.42,2743.84,0.0,0.9032258064516128,2743.84,54.59,1,2681.89752,1.2,281600.0,281600,40.94,0.0,100.0,2.029061461309697,2234.91,0.0
3997.0,2358.09,0.0,0.2457627118644068,2358.09,55.36,1,2758.25664,1.2,281600.0,281600,41.52,0.0,100.0,1.6950158814973133,2298.55,0.0
3187.52,2236.53,0.0,0.872093023255814,2236.53,54.7,1,2692.5528000000004,1.2,281600.0,281600,41.02,0.0,100.0,1.4252077995823886,40000.0,0.0
5273.35,2763.19,0.0,0.9666666666666668,2763.19,55.64,1,2786.22864,1.2,315000.0,315000,41.73,0.0,100.0,1.908428302071157,40000.0,0.0
6532.44,3344.63,0.0,0.3164556962025316,3344.63,55.53,1,2775.3894,1.2,315000.0,315000,41.65,0.0,100.0,1.95311290038061,30000.0,0.0
179.9,51.08,0.0,0.6521739130434783,51.08,30.0,0,900.0,1.0,144728.75,145000,30.0,2.93,100.0,3.521926389976508,900.0,271.25
417.7,166.18,0.0,0.2,166.18,30.0,0,900.0,1.0,142649.0,145000,30.0,2.41,100.0,2.5135395354434946,900.0,2351.0
2765.803,2825.0,0.0,0.238095238095238,2825.0,30.0,0,900.0,1.0,97000.0,97000,30.0,0.0,120.0,0.9790453097345132,900.0,0.0
2867.003,2825.0,0.0,0.238095238095238,2825.0,40.0,0,1200.0,1.0,120000.0,120000,30.0,0.0,120.0,1.0148683185840708,1200.0,0.0
308.2,205.0,1.0,0.203125,205.0,48.5,0,1989.955,1.1,34973.65909090909,35000,37.3,7.282954545454545,90.0,1.5034146341463417,1819.0,26.34090909090909
2951.208,945.27,0.0,0.2558139534883721,945.27,40.0,0,1680.0,1.2,209254.57142857145,210000,35.0,7.455,100.0,3.1220794058840333,1400.0,745.4285714285714
3400.808,1454.48,0.0,0.2682926829268293,1454.48,40.0,0,1680.0,1.2,209427.75862068965,210000,35.0,8.635862068965517,100.0,2.338160717232276,1400.0,572.2413793103449
5755.896,2425.05,0.0,0.1951219512195122,2425.05,45.0,0,2160.0,1.2,268863.17647058825,270000,40.0,10.948823529411763,100.0,2.3735164223418077,1800.0,1136.8235294117646
3733.08,1433.73,0.0,0.3181818181818182,1433.73,50.0,0,2400.0,1.2,298974.3157894737,300000,40.0,6.727368421052631,100.0,2.6037538448661883,2000.0,1025.6842105263158
3149.98,1172.2,0.0,0.3409090909090909,1172.2,50.0,0,2400.0,1.2,299711.72222222225,300000,40.0,5.219444444444445,100.0,2.68723767275209,2000.0,288.27777777777777
3934.802,1968.65,0.0,0.4814814814814814,1968.65,32.0,1,1331.2,1.3,311555.13636363635,312047,32.0,7.604545454545455,100.0,1.998731110151627,804.25,491.8636363636364
4070.7,2229.54,0.0,0.0,2229.54,32.0,1,1331.2,1.3,311729.0909090909,312016,32.0,7.05,100.0,1.8258026319330445,804.25,286.90909090909093
4147.2,2199.24,0.0,0.0,2199.24,32.0,1,1331.2,1.3,311787.95652173914,312047,32.0,7.2956521739130435,100.0,1.8857423473563597,803.84,259.0434782608696
3926.886,2113.4,0.0,0.5,2113.4,32.0,1,1331.2,1.3,311785.4583333333,312047,32.0,7.308333333333334,95.0,1.858089334721302,803.84,261.5416666666667
4009.59,2140.98,0.0,0.0,2140.98,32.0,1,1331.2,1.3,287828.8,288043,32.0,7.084,100.0,1.872782557520388,803.84,214.2
2979.357,2009.36,0.0,0.0,2009.36,32.0,1,1331.2,1.3,285325.3076923077,285670,32.0,4.753846153846154,95.0,1.48273928016881,803.84,344.6923076923077
3131.692,1789.0800000000002,0.0,0.0,1789.0800000000002,32.0,1,1331.2,1.3,282752.71428571426,283098,32.0,6.507142857142857,95.0,1.750448275091108,803.84,345.2857142857143
3097.085,2168.24,0.0,0.8888888888888888,2168.24,32.0,1,1331.2,1.3,285298.1538461539,285670,32.0,5.623076923076923,95.0,1.428386617717596,803.84,371.84615384615387
4096.647,2137.1800000000003,0.0,0.0,2137.1800000000003,32.0,1,1331.2,1.3,282800.75,283096,32.0,7.955,100.0,1.9168469665634151,803.84,295.25
2874.285,1643.18,0.0,0.0,1643.18,32.0,1,1331.2,1.3,284953.8181818182,285670,32.0,6.567272727272727,95.0,1.7492210226512006,803.84,716.1818181818181
3735.156,2143.82,0.0,0.5507155923572717,2143.82,32.0,1,1331.2,1.3,325453.15,325728,32.0,8.190000000000001,95.0,1.7422899310576443,706.5,274.85
2672.67,1662.12,0.0,0.5507155923572717,1662.12,32.0,1,1331.2,1.3,325430.1666666667,326192,32.0,5.5,95.0,1.6079885928813806,706.5,761.8333333333334
4203.57,2329.02,0.0,0.8,2329.02,32.0,1,1331.2,1.3,325626.5,326192,32.0,8.5,95.0,1.8048664245047272,706.5,565.5
3110.156,1748.0800000000002,0.0,0.5507155923572717,1748.0800000000002,32.0,1,1331.2,1.3,325624.4166666667,326099,32.0,6.066666666666666,95.0,1.77918401903803,706.5,474.5833333333333
4278.552,2526.98,0.0,0.5507155923572717,2526.98,32.0,1,1331.2,1.3,326104.6842105263,326192,32.0,8.394736842105264,100.0,1.693148343081465,706.5,87.3157894736842
3770.69,1930.62,0.0,0.2142857142857142,1930.62,32.0,1,1331.2,1.3,299797.26086956525,300222,32.0,8.017391304347827,95.0,1.953097968528245,706.5,424.7391304347826
4033.828,2127.49,0.0,0.0,2127.49,32.0,1,1331.2,1.3,311574.0,312047,32.0,7.56842105263158,95.0,1.896050275206934,706.5,473.0
3981.028,2274.42,0.0,0.3272727272727272,2274.42,32.0,1,1331.2,1.3,311570.52173913043,311922,32.0,6.191739130434782,95.0,1.7503486603177951,706.5,351.4782608695652
4896.886,3055.4,0.0,0.0,3055.4,32.0,1,1331.2,1.3,311923.92307692306,312076,32.0,6.76,100.0,1.6026988283039865,706.5,152.07692307692307
3110.986,2186.78,0.0,0.5,2186.78,32.0,1,1331.2,1.3,282575.5333333333,283052,32.0,4.693333333333333,95.0,1.4226332781532665,706.5,476.4666666666666
3827.481,2428.66,0.0,0.0,2428.66,32.0,1,1331.2,1.3,285412.63636363635,285714,32.0,7.28590909090909,95.0,1.5759641118970955,706.5,301.3636363636364
3172.985,2253.88,0.0,0.0,2253.88,32.0,1,1331.2,1.3,282666.0,283096,32.0,4.885714285714286,95.0,1.4077879035263634,706.5,430.0
2967.785,1939.3,0.0,0.0,1939.3,32.0,1,1331.2,1.3,282587.1666666667,283096,32.0,4.238888888888889,95.0,1.530338266384778,706.5,508.8333333333333
2842.582,1913.76,0.0,0.0,1913.76,32.0,1,1331.2,1.3,340573.94444444444,341372,32.0,4.055555555555555,95.0,1.4853388094640916,706.5,798.0555555555555
3063.619,2376.4,0.0,0.7777777777777778,2376.4,32.0,1,1331.2,1.3,282873.8,283098,32.0,4.48,95.0,1.2891849015317287,706.5,224.2
3161.545,2048.52,0.0,0.5507155923572717,2048.52,32.0,1,1331.2,1.3,325711.0,326192,32.0,5.007142857142857,95.0,1.543331283072657,706.5,481.0
3850.286,2327.7,0.0,0.5507155923572717,2327.7,32.0,1,1331.2,1.3,325957.86363636365,326192,32.0,6.340909090909091,95.0,1.6541160802508916,706.5,234.13636363636363
4146.789,2204.54,0.0,0.5507155923572717,2204.54,32.0,1,1331.2,1.3,326015.1034482759,326192,32.0,7.26551724137931,95.0,1.881022344797554,706.5,176.89655172413794
4408.026,2659.78,0.0,0.5507155923572717,2659.78,32.0,1,1331.2,1.3,326083.76,326192,32.0,6.646,100.0,1.6572897006519334,706.5,108.24
3293.169,2045.66,0.0,0.0,2045.66,32.0,1,1331.2,1.3,325812.23076923075,326192,32.0,5.238461538461538,95.0,1.6098320346489643,706.5,379.7692307692308
4553.0,2883.9,0.0,0.2222222222222222,2883.9,54.26,0,3311.7591,1.5,333063.5,333200,40.69,6.945,100.0,1.578764867020355,2207.84,136.5
4626.0,3024.03,0.0,0.8,3024.03,55.04,0,3408.0768,1.5,332702.0625,333400,41.28,6.523750000000001,100.0,1.5297467287030884,2272.05,697.9375
5374.0,3238.34,0.0,0.625,3238.34,55.92,0,3517.9272,1.5,364908.6666666667,365310,41.94,11.922222222222222,100.0,1.659492208971263,2345.28,401.3333333333333
5428.0,3358.24,0.0,0.5,3358.24,56.63,0,3607.61415,1.5,364874.8333333333,365310,42.47,10.478333333333332,100.0,1.6163228357711183,2405.08,435.1666666666667
4930.0,3371.49,0.0,0.625,3371.49,56.24,0,3558.3048,1.5,333124.0,333400,42.18,7.343999999999999,100.0,1.4622614926931417,2372.2,276.0
3848.0,2683.0,0.0,0.3333333333333333,2683.0,54.83,0,6763.828799999999,3.0,199814.25,200000,41.12,11.871666666666668,90.0,1.4342154304882595,2255.0,185.75
4801.0,3455.08,0.0,0.6,3455.08,53.04,0,6329.7936,3.0,199874.05263157896,200000,39.78,14.757894736842104,100.0,1.3895481436030426,2110.0,125.94736842105264
4985.0,3944.0,0.0,0.3137254901960784,3944.0,51.9,0,6059.844,3.0,199917.0,200000,38.92,15.7175,100.0,1.2639452332657202,2020.0,83.0
4796.925,2763.76,0.0,0.7857142857142857,2763.76,40.0,0,1920.0,1.2,159703.72727272726,160000,40.0,13.50340909090909,140.0,1.735651793209251,1600.0,296.27272727272725
4343.825,2304.57,0.0,1.0,2304.57,40.0,0,1920.0,1.2,159729.97297297296,160000,40.0,10.21054054054054,140.0,1.88487440173221,1600.0,270.02702702702703
5422.825,3162.83,0.0,0.9230769230769232,3162.83,40.0,0,1920.0,1.2,159812.7894736842,160000,40.0,13.838157894736844,140.0,1.714548363332838,1600.0,187.21052631578948
4358.0,3060.4,0.0,0.0181818181818181,3060.4,50.99,0,5849.572800000001,3.0,199845.375,200000,38.24,16.7825,90.0,1.4239968631551432,1949.86,154.625
4744.0,3360.86,0.0,0.5507155923572717,3360.86,43.2,1,2799.36,2.0,285472.5882352941,285480,32.4,13.639411764705883,120.0,1.4115434739917758,1400.0,7.411764705882353
578.9,350.0,0.0,1.0,350.0,28.7,0,717.5,1.0,49460.0,50000,25.0,10.0,120.0,1.654,718.0,540.0
680.7,391.0,0.0,1.0,391.0,32.0,0,816.0,1.0,66640.0,70000,25.5,5.95,100.0,1.7409207161125322,816.0,3360.0
1498.2,1186.23,0.0,0.25,1186.23,37.67,1,1170.59525,1.1,117420.125,118000,28.25,9.729375,100.0,1.2629928428719557,1064.0,579.875
1289.4,767.47,0.0,0.1818181818181818,767.47,37.3,1,1189.87,1.1,117182.33333333331,118000,29.0,9.553809523809525,100.0,1.680065670319361,1082.0,817.6666666666666
2053.4,1428.37,0.0,0.2727272727272727,1428.37,36.2,1,1847.648,1.1,190075.13043478265,192000,46.4,8.833478260869565,100.0,1.4375826991605818,1680.0,1924.8695652173917
1876.4,1149.55,0.0,0.25,1149.55,49.14,1,1629.7281000000005,0.9,191057.7307692308,192000,36.85,7.009230769230769,100.0,1.6322908964377367,1811.0,942.2692307692308
2416.8,1741.0,0.0,1.0,1741.0,33.0,0,1900.8,1.8,325000.0,325000,32.0,0.0,120.0,1.3881677197013211,1056.0,0.0
2383.8,1477.0,0.0,1.0,1477.0,33.0,0,1900.8,1.8,325000.0,325000,32.0,0.0,120.0,1.6139471902505078,1056.0,0.0
2282.8,1271.0,0.0,1.0,1271.0,33.0,0,1900.8,1.8,326000.0,326000,32.0,0.0,120.0,1.796066089693155,1056.0,0.0
1582.0,809.0,0.0,1.0,809.0,33.0,0,1900.8,1.8,237000.0,237000,32.0,0.0,120.0,1.955500618046972,1056.0,0.0
1582.0,911.0,0.0,1.0,911.0,33.0,0,1900.8,1.8,237000.0,237000,32.0,0.0,120.0,1.7365532381997804,1056.0,0.0
